skill_title,skill_description,skill_type,is_emerging,is_casl
Food Safety Management,Implement hygiene and food safety management practices to ensure compliance with regulatory and organisational requirements,tsc,False,False
Food Safety and Hygiene,"Implement and observe food safety and hygiene policies, identify areas for improvement following hygiene audits, develop and audit food safety and hygiene management systems",tsc,False,False
Food Science Application,Apply food science principles food preparation,tsc,True,False
Food Shop Hygiene Maintenance,Maintain the cleanliness and hygiene of food shop to ensure public health maintenance,tsc,False,False
Food Styling,Style food and beverage items for the screen,tsc,False,False
Food Technology Application,Integrate emerging and innovative technologies with existing techniques and methodologies to develop and produce alternative and/or novel food products.,tsc,False,False
Food Waste Disposal and Reduction,Manage activities for the disposal of food waste and reduction of waste production,tsc,False,False
Food Waste Management,Manage activities for the disposal of food waste in aircraft and central kitchens,tsc,False,False
Food and Beverage Equipment Maintenance,Maintain tools and equipment to meet operation requirements and propose strategies for tools and equipment performance improvement,tsc,False,True
Food and Beverage Inventory Management,"Manage receipt, dispatch and storage of products and supplies to monitor the purchase of stocks for production effectively",tsc,False,False
